Package,Function,Parameter,Parameter Doc,Sink,Unusual,PR,Comments,Determined By
matchme,matchme,opts,,CodeInjection,,,,
mathball,mathball,arg,,TaintedPath,,,,
mathjax,loadModule,a,,CodeInjection,yes,,minified source code,param+func
mathjs,run,args,,CommandInjection,,,,
maxmind-db-reader,openAsync,database,,TaintedPath,,,,
maxmind-db-reader,openSync,database,,TaintedPath,,,,
mcss,get,path,,TaintedPath,,,,
mean,parse,text,,CodeInjection,,,,
mec,Storage,chain,,TaintedPath,yes,,`chain` is the filename,param+func
mec,createMyChain,name,,CommandInjection,yes,,,param+func
mec,start,network,,TaintedPath,yes,,,param+func
mediainfo,analyze,params,,TaintedPath,,,,
mem-fs-editor,copyAsync,to,,CodeInjection,,,,
mem-fs-editor,mem-fs-editor,contents,,CodeInjection,,,,
mem-fs-editor,renderFilepath,filepath,,CodeInjection,,,,
memored,size,callback,,CodeInjection,,,,
mendel-resolver,fileExists,filePath,,TaintedPath,no,,,param+func
meta-script,compile,map,,TaintedPath,,,,
metaschema,loadSchema,fileName,,TaintedPath,,,,
metro4,setImmediate,callback,,CodeInjection,no,,,param+func
micro,send,obj,,ReflectedXss,no,,,
microcule,requireServiceSync,path,,TaintedPath,,,,
microcule,viewPresenter,view,,CodeInjection,,,,
micromono,require,serviceName,,TaintedPath,,,,
migrate-mongo,migrate-mongo,description,,TaintedPath,,,,
migrate-to-graph,sqlToGraphCmd,templateFile,,TaintedPath,,,,
mikro-config,addOptions,options,,TaintedPath,,,,
mime,load,file,(String) path of file to load.,TaintedPath,,,,
mime-sniffer,lookup,file,,TaintedPath,,,,
mincer,get,key,,TaintedPath,,,,
mini-css-extract-plugin,compareDirectory,actual,,TaintedPath,no,,,
mini-css-extract-plugin,compareDirectory,expected,,TaintedPath,no,,,
minifier,minify,input,,TaintedPath,,,,
minify-json,minifyJSON,data,,TaintedPath,,,,
minimize,use,id,"The id of the plugin.
",TaintedPath,,,,
mip-extension-validator,validate,path,"路径
",TaintedPath,,,,
mira,getStack,fileName,"(Optional) Can provide an arbitary name to
lookup if name exists in configs.",TaintedPath,,,,
mirror,source,sources,,TaintedPath,,,,
mjml-core,mjml2html,skeleton,,TaintedPath,,,,
mkdirp,mkdirP,p,,TaintedPath,,,,
mkpath,mkpath,dirpath,,TaintedPath,,,,
ml_edu_js,saveFullTree,path,,TaintedPath,,,,
mnode,createFile,filePathName,,TaintedPath,,,,
mnode,readSync,filePath,,TaintedPath,,,,
mnode,traverseSync,dirPath,,TaintedPath,,,,
mocha,e,t,,TaintedPath,,,,
mocha,runMochaWatchAsync,opts,,TaintedPath,,,,
mocha,runMochaWatchJSONAsync,opts,,TaintedPath,,,,
mocha,ui,e,,TaintedPath,yes,,very generic name,
mocha,ui,ui,"Interface name or class.
",TaintedPath,,,,
mocha-example-1,randomTimeout,cb,,CodeInjection,no,,,
mocha-param,itParam,desc,,CodeInjection,,,,
mocha-param,wrapper,desc,,CodeInjection,,,,
mochii,tryTask,task,,TaintedPath,,,,
mockjs,doit,expression,,CodeInjection,,,,
module-deps,resolve,id,,TaintedPath,,,,
module-stub,requestAnimationFrame,func,,CodeInjection,no,,,
modules,module,id,,TaintedPath,,,,
modules,modules,ids,,TaintedPath,,,,
mojito-cli-create,getSourceDir,args,,TaintedPath,,,,
mojito-cli-create,getSourceDir,type,,TaintedPath,,,,
moment,ha,a,,TaintedPath,,,,
moment,lang,key,,TaintedPath,yes,,reported,
moment,langData,key,,TaintedPath,yes,,,
moment,locale,key,,TaintedPath,yes,,,
moment,localeData,key,,TaintedPath,yes,,,
mongodb-backup,backup,root,,TaintedPath,no,,explained in README,param+README
mongodbbackup,run,configFile,,TaintedPath,no,,,param
mongoosemask,expose,values,,CodeInjection,,,,
mongorilla,getModel,collectionName,,TaintedPath,,,,
mono-mail,generate,subject,,CodeInjection,,,,
monopack-builder,build,mainJs,,TaintedPath,,,,
monopack-dependency-collector,collectDependency,context,,TaintedPath,,,,
monopack-dependency-collector,collectDependency,packageName,,TaintedPath,yes,,"not exploitable, just retrieve package json files",param+func
monopack-process,executeChildProcess,file,,CommandInjection,,,,
mootools-core,callTimer,func,,CodeInjection,,,,
mount-smbfs,mount,sharepath,,CommandInjection,,,,
mountebank,create,protocol,,TaintedPath,,,,
mountebank-tests,create,protocol,,TaintedPath,,,,
mout,exec,text,,CodeInjection,no,,,
movies,load,file,(String) path of file to load.,TaintedPath,no,,,param+func+param doc
mozart,mozart,name,,CodeInjection,yes,,`name` should be the class name,param+func
mozilla-runner,run,runtime,,TaintedPath,yes,,in test code,param+func
mp3dat,stat,f,,TaintedPath,,,,
mqtt,init_secure_server,key,,TaintedPath,,,,
mr-doc,generate,o,,TaintedPath,,,,
mrapi-workspace,resolveConfig,cwd,,TaintedPath,,,,
msee,parseFile,file,,TaintedPath,,,,
msk-lambda-kdf,sleep,seconds,,CommandInjection,yes,https://github.com/aws-solutions/aws-streaming-data-solution-for-amazon-kinesis-and-amazon-msk/pull/55,,
mssql,FakePromise,callback,,CodeInjection,no,,,
mssql,_batch,callback,,CodeInjection,no,,,
mssql,_begin,callback,,CodeInjection,no,,,
mssql,_bulk,callback,,CodeInjection,no,,,
mssql,_close,callback,,CodeInjection,no,,,
mssql,_commit,callback,,CodeInjection,no,,,
mssql,_connect,callback,,CodeInjection,no,,,
mssql,_execute,callback,,CodeInjection,no,,,
mssql,_prepare,callback,,CodeInjection,no,,,
mssql,_query,callback,,CodeInjection,no,,,
mssql,_rollback,callback,,CodeInjection,no,,,
mssql,_unprepare,callback,,CodeInjection,no,,,
mssql,acquire,callback,,CodeInjection,no,,,
mssql,close,callback,,CodeInjection,no,,,
mssql,connect,callback,,CodeInjection,no,,,
mssql,globalClose,callback,,CodeInjection,no,,,
mssql,prepare,callback,,CodeInjection,no,,,
mssql,unprepare,callback,,CodeInjection,no,,,
mu2,compile,filename,"The name of the file to compile. If the filename
starts with a '/', the file is assumed to be absolute, else it is
relative to mu.root.
",TaintedPath,,,,
muggle-config,jsLoader,context,,TaintedPath,no,,,
muggle-config,jsLoader,resource,,TaintedPath,no,,,
muggle-config,yamlLoader,context,,TaintedPath,no,,,
muggle-config,yamlLoader,resource,,TaintedPath,no,,,
muhammara,PDFRStreamForFile,inPath,,TaintedPath,,,,
multiblob,Blobs,config,,TaintedPath,,,,
multijson-config,parseFile,fname,,TaintedPath,,,,
music_services_shield,disableConfigParameter,name,,CommandInjection,,,,
music_services_shield,executeScript,prefix,,CommandInjection,,,,
music_services_shield,executeScriptAsSudo,script,,CommandInjection,no,,,param+func
music_services_shield,writeConfigParameter,name,,CommandInjection,yes,,no longer maintained,param+func
mustache-express,create,directory,,TaintedPath,no,,,param+func
mustache-loader,mustache-loader,source,,CodeInjection,,,,
mv,moveDirAcrossDevice,source,,TaintedPath,no,,,
mv,moveFileAcrossDevice,source,,TaintedPath,no,,,
mv,mv,source,,TaintedPath,no,,,
mvn-artifact-download,download,destination,,TaintedPath,no,,,param+func
mw-replace-bot,findReplace,config,,TaintedPath,,,,
my-sub-lib,foo,name,,CommandInjection,,,,
my-sub-lib,my-sub-lib,name,,CommandInjection,,,,
my-sub-lib2,default,name,,CommandInjection,,,,
my-sub-lib2,my-sub-lib2,name,,CommandInjection,yes,,test file for CodeQL (no real impact),param+func
myGame,parse,text,,CodeInjection,,,,
myLib,Cla3,name,,CommandInjection,,,,
myLib,accessSync,name,,CommandInjection,,,,
myLib,arrays,name,,CommandInjection,,,,
myLib,asyncStuff,name,,CommandInjection,,,,
myLib,bar,name,,CommandInjection,yes,,test file for CodeQL (no real impact),param+func
myLib,blackList2,name,,CommandInjection,,,,
myLib,boundProblem,unsafe,,CommandInjection,,,,
myLib,cmd,name,,CommandInjection,,,,
myLib,format,name,,CommandInjection,,,,
myLib,goodSanitizer,name,,CommandInjection,,,,
myLib,guard2,name,,CommandInjection,,,,
myLib,myIndirectThing,name,,CommandInjection,,,,
myLib,mz,name,,CommandInjection,,,,
myLib,sanitizer2,name,,CommandInjection,,,,
myLib,sanitizer3,name,,CommandInjection,,,,
myLib,shellOption,name,,CommandInjection,,,,
myLib,splitConcat,name,,CommandInjection,,,,
myLib,stringConcat,name,,CommandInjection,,,,
myLib,valid,name,,CommandInjection,,,,
myLib,wha,name,,CommandInjection,,,,
myLib,whitelistOfChars,name,,CommandInjection,,,,
myfirstapp,callTimer,func,,CodeInjection,,,,
mz,exists,filename,,TaintedPath,,,,
nad,inject,nodeDir,,TaintedPath,,,,
namy,Namy,input,"The path to the package.json, directory or the file.
",TaintedPath,no,,explained in docstring: input is a path,param+param doc
nano-gateway,nano-gateway,configPath,,TaintedPath,no,,,param
nary,nary,length,,CodeInjection,,,,
native-css,convert,cssFile,,TaintedPath,,,,
native-css,generateFile,where,,TaintedPath,no,,,param+func
nativejsx,parse,file,"A path to and including the JSX file.
",TaintedPath,,,,
natural-synaptic,save,filename,,TaintedPath,,,,
nconf,search,base,,TaintedPath,no,,,
ncp,checkLink,target,,TaintedPath,no,,,
ncp,copyFile,target,,TaintedPath,no,,,
ncp,getStats,source,,TaintedPath,no,,,
ncp,makeLink,target,,TaintedPath,no,,,
ncp,mkDir,target,,TaintedPath,no,,,
ncp,ncp,errs,,TaintedPath,,,,
ncp,ncp,source,,TaintedPath,no,,,
ncp,startCopy,source,,TaintedPath,no,,,
ndu,generateDependencyStats,cwd,,TaintedPath,,,,
nectarjs,nectarjs,input,,TaintedPath,,,,
nedb,operator,val,,CodeInjection,yes,,in test code,
neo-async,iterator,callback,,CodeInjection,no,,,
neo4ji,createInstance,version,,TaintedPath,,,,
neocord,resolveImage,data,,TaintedPath,,,,
nesly-assembler,writeFile,filename,,TaintedPath,,,,
nest-shopify,loadRequestDocument,filePath,,TaintedPath,no,,,param+func
netcat,serve,input,,TaintedPath,,,,
netrc,netrc,file,,TaintedPath,,,,
neume.js,toSeconds,value,,CodeInjection,,,,
new-gatsby-post,newGatsbyPost,title,,TaintedPath,,,,
newrelic,shutdown,cb,,CodeInjection,no,,,
newspaperjs,Article,url,"Url of Article to Parse
",TaintedPath,no,,,param+param doc
newspaperjs,getCategoriesUrl,url,"News website url you want to build
",TaintedPath,,,,
nexrender,nexrender,input,,TaintedPath,no,,input file for render,param
nexrise,deserialize,value,,CodeInjection,yes,,,param+func
nexrise,parse,text,,CodeInjection,,,,
nextmail,renderEmail,name,,TaintedPath,,,,
nexus,config,opts,,TaintedPath,,,,
nexus,monStatus,id,,CommandInjection,,,,
nexus,readGit,appPath,,TaintedPath,no,,,param
nexus,restart,id,"of app
",CommandInjection,yes,,,param+func
nexus,stop,id,"of app
",TaintedPath,,,,
ng-parse-module,parse,file,,TaintedPath,no,,,param+func
nicer-fs,copy,source,,TaintedPath,no,,slightly surprising false positive,
nicer-fs,exists,fileOrDir,,TaintedPath,no,,,param+func
nile.js,setImmediate,callback,,CodeInjection,no,,,param+func
nilo,import,id,,TaintedPath,,,,
nilo,requireOrNull,id,,TaintedPath,,,,
nixt,mkdir,path,,TaintedPath,no,,,param+func
node-addon-api,expected,type,,CodeInjection,yes,,in test code,
node-addon-api,expected,value,,CodeInjection,yes,,in test code,
node-addon-api,jsReadDataView,type,,CodeInjection,yes,,in test code,
node-addon-api,jsWriteDataView,type,,CodeInjection,yes,,in test code,
node-addon-api,nativeReadDataView,type,,CodeInjection,yes,,in test code,
node-addon-api,nativeWriteDataView,type,,CodeInjection,yes,,in test code,
node-addon-api,testInvalidOffset,type,,CodeInjection,yes,,in test code,
node-addon-api,testReadData,type,,CodeInjection,yes,,in test code,
node-addon-api,testReadData,value,,CodeInjection,yes,,in test code,
node-addon-api,testWriteData,type,,CodeInjection,yes,,in test code,
node-addon-api,testWriteData,value,,CodeInjection,yes,,in test code,
node-aigis,loadOptions,config,,TaintedPath,,,,
node-api-toolkit,node-api-toolkit,filePath,,TaintedPath,no,,,param
node-autostart,disableAutostart,key,,TaintedPath,,,,
node-autostart,enableAutostart,key,,TaintedPath,,,,
node-base64-image,encode,url,,TaintedPath,no,,repo description mentions download from url,param
node-binance-api,Binance,options,,TaintedPath,,,,
node-dir,readFilesStream,dir,"path of dir containing the files to be read
",TaintedPath,,,,
node-disk-mount,mount,dir,,CommandInjection,,,,
node-disk-mount,mountLockedWithBitLocker,passphrase,,CommandInjection,,,,
node-disk-mount,remount,mode,,CommandInjection,,,,
node-disk-mount,umountLockedWithBitLocker,dir,,CommandInjection,,,,
node-forge,nextTick,callback,,CodeInjection,no,,,
node-forge,setImmediate,callback,,CodeInjection,no,,,
node-fs-storage,getItem,key,,TaintedPath,,,,
node-gtk,importNS,ns,,TaintedPath,,,,
node-gyp,processExecSync,file,,CommandInjection,no,,,
node-kit,kit,str,,TaintedPath,,,,
node-librealsense,enableDeviceFromFile,fileName,"the playback file of the device
",TaintedPath,,,,
node-librealsense,writeFrameMetadataToFileAsync,path,"target file path
",TaintedPath,,,,
node-map-directory,node-map-directory,directory,,TaintedPath,,,,
node-mus,render,url,,TaintedPath,,,,
node-nightly,install,version,,TaintedPath,,,,
node-notifier,command,options,,CommandInjection,yes,,"probably fine, but definitely brittle",
node-occ,run,code,,CodeInjection,,,,
node-osx-notifier,call,type,,CommandInjection,yes,,"not exploitable (uses execFile, suffix isn't user-controlled)",
node-patternlibrary,node-patternlibrary,outFile,"Path to write to.
",TaintedPath,,,,
node-persist,getItemSync,key,,TaintedPath,yes,,,
node-persist,persistKey,key,,TaintedPath,yes,,,
node-persist,persistKeySync,key,,TaintedPath,yes,,,
node-persist,removeItem,key,,TaintedPath,yes,,,
node-persist,removeItemSync,key,,TaintedPath,yes,,,
node-persist,setItem,key,,TaintedPath,yes,,,
node-persist,setItemSync,key,,TaintedPath,yes,,,
node-phantom-simple,create,path,,CommandInjection,,,,
node-prompt-here,open,dir,,CommandInjection,,,,
node-sap-common,Configuration,config,,TaintedPath,no,,,param
node-sap-logging,createOutput,type,,TaintedPath,,,,
node-sass-import-once,importer,prev,,TaintedPath,,,,
node-sass-tilde-importer,importer,url,,TaintedPath,,,,
node-simple-ga,SimpleGA,param,,TaintedPath,,,,
node-smushit,smushit,inputs,,TaintedPath,,,,
node-stat,exec,path,,CommandInjection,,,,
node-static,respondGzip,pathname,,TaintedPath,,,,
node-static,spawnPromise,path,,CommandInjection,no,,,
node-syntaxhighlighter,copyStyle,style,,TaintedPath,,,,
node-telegram-bot-api,addStickerToSet,pngSticker,"Png image with the sticker, must be up to 512 kilobytes in size,
dimensions must not exceed 512px, and either width or height must be exactly 512px
",TaintedPath,no,,,param+param doc
node-telegram-bot-api,sendAnimation,animation,"A file path, Stream or Buffer.
Can also be a `file_id` previously uploaded.
",TaintedPath,,,,
node-telegram-bot-api,sendVideo,video,"A file path or Stream.
Can also be a `file_id` previously uploaded.
",TaintedPath,,,,
node-telegram-bot-api,sendVoice,voice,"A file path, Stream or Buffer.
Can also be a `file_id` previously uploaded.
",TaintedPath,,,,
node-tsc,compile,compiler,,TaintedPath,,,,
node-uploadx-src,get,id,,TaintedPath,,,,
node-uploadx-src,getFiles,prefix,,TaintedPath,,,,
node-uploadx-src,save,id,,TaintedPath,,,,
node-uploadx-src,send,body,,ReflectedXss,no,,,param+func
node-uploadx-src,touch,id,,TaintedPath,,,,
node-uploadx-src,truncateFile,path,,TaintedPath,,,,
node-v7.3.0-documentation,getFormatter,format,"The name of the format to load or the path to a
custom formatter.
",TaintedPath,,,,
node-watch,composeMessage,names,,TaintedPath,,,,
node-windows,sudo,password,"The password of the user
",CommandInjection,yes,,"should be fine, it's a tool for dev to release app",
node-xml,parseFile,filename,,TaintedPath,,,,
node.io,compile,compiler,,CommandInjection,,,,
node.io,start,job,,ReflectedXss,yes,,no longer maintained,param+func
node.io,start,job,,TaintedPath,,,,
node.jwt,secret,str,"secret or rsa secret path
",TaintedPath,,,,
nodefy,convert,inputPath,,TaintedPath,,,,
nodefy,convert,outputPath,,TaintedPath,,,,
nodegit,afterWriteFn,fileName,,CommandInjection,,,,
nodejs-ad-api,rootRequire,name,,TaintedPath,,,,
nodejs-starter-kit,save,location,,TaintedPath,,,,
nodelist,nodelist,nodelistPath,,TaintedPath,no,,,param
nodemailer,_transform,callback,,CodeInjection,no,,,
nodemailer,_transform,done,,CodeInjection,no,,,
nodeman,help,id,,TaintedPath,,,,
nodemw,Bot,params,,TaintedPath,no,,explained in doc: read from config file,README
nodeon-file,changeCreateTime,filepath,"Full path to the file.
",CommandInjection,yes,,,
nodeon-file,read,filepath,,TaintedPath,,,,
nodewikia,Client,config,,TaintedPath,,,,
nonstop-pack,pack,target,,TaintedPath,no,,,
nonstop-pack,unpack,target,,TaintedPath,no,,,
nosql,update,doc,,CodeInjection,,,,
nosqlite,rimraf,p,,TaintedPath,,,,
notebook-generator,notebook-generator,output,,TaintedPath,no,,,param+func
now,initialize,options,,TaintedPath,,,,
now-builders,getNowIgnore,path,,TaintedPath,,,,
now-client,parseNowJSON,filePath,,TaintedPath,,,,
npm,has,path,,CommandInjection,yes,,not in csv,
npm-fetch,file,spec,,TaintedPath,,,,
npm-git-publish,publish,packageDir,,CommandInjection,yes,,,param+func
npm-license-crawler,dumpLicenses,json,,TaintedPath,,,,
npm-lifecycle,lifecycle,wd,,TaintedPath,,,,
npm-publish-all,bumpVersion,type,,CommandInjection,,,,
